bus_number,bus_type,source,destination,departure_time,arrival_time,ticket_price_rs,available_seats,distance_km
TNSTC-PUD-3367,Non AC Seater,Pudukkottai,Thanjavur,09:00,21:34,849,15,566
TNSTC-TNV-3368,Deluxe,Tirunelveli,Vellore,19:30,23:07,244,23,163
TNSTC-DIN-3369,Ultra Deluxe,Dindigul,Tirunelveli,20:00,08:33,847,36,565
TNSTC-KAR-3370,Express,Karur,Trichy,13:00,16:30,237,19,158
TNSTC-CBE-3371,Ultra Deluxe,Coimbatore,Erode,19:00,05:54,736,17,491
TNSTC-VIR-3372,Super Fast,Virudhunagar,Sivaganga,10:30,20:20,664,10,443
TNSTC-ARI-3373,Ultra Deluxe,Ariyalur,Chengalpattu,17:30,05:20,799,38,533
TNSTC-TEN-3374,Ultra Deluxe,Tenkasi,Theni,23:30,11:44,826,15,551
TNSTC-KAL-3375,Ultra Deluxe,Kallakurichi,Ariyalur,21:00,05:24,567,19,378
TNSTC-CBE-3376,Express,Coimbatore,Ranipet,12:00,16:06,277,38,185
TNSTC-RAN-3377,Super Fast,Ranipet,Ramanathapuram,00:30,02:30,135,19,90
TNSTC-KAR-3378,Deluxe,Karur,Coimbatore,15:00,00:01,609,42,406
TNSTC-THO-3379,Super Fast,Thoothukudi,Tiruppur,18:30,21:06,175,16,117
TNSTC-KAR-3380,Ultra Deluxe,Karur,Coimbatore,17:30,23:56,435,13,290
TNSTC-TIR-3381,Deluxe,Tiruvarur,Tirunelveli,17:00,21:00,270,32,180
TNSTC-MAY-3382,AC Sleeper,Mayiladuthurai,Villupuram,16:00,19:56,265,33,177
TNSTC-ARI-3383,AC Sleeper,Ariyalur,Namakkal,05:00,08:54,264,20,176
TNSTC-TIR-3384,Express,Tiruvarur,Trichy,20:00,03:37,514,31,343
TNSTC-RAM-3385,Non AC Seater,Ramanathapuram,Trichy,06:30,16:15,658,15,439
TNSTC-TRY-3386,Non AC Seater,Trichy,Ranipet,07:30,16:55,636,35,424
TNSTC-KRI-3387,Express,Krishnagiri,Namakkal,13:00,19:04,409,16,273
TNSTC-KAR-3388,AC Sleeper,Karur,Mayiladuthurai,07:00,12:20,360,36,240
TNSTC-SIV-3389,Express,Sivaganga,Ramanathapuram,16:00,21:05,343,11,229
TNSTC-KAL-3390,Express,Kallakurichi,Ariyalur,06:00,10:44,319,31,213
TNSTC-TNV-3391,AC Sleeper,Tirunelveli,Salem,06:00,09:46,255,10,170
TNSTC-KAN-3392,Ultra Deluxe,Kanyakumari,Nilgiris,13:00,00:18,763,40,509
TNSTC-SIV-3393,Non AC Seater,Sivaganga,Nagapattinam,21:00,06:29,640,35,427
TNSTC-NIL-3394,Express,Nilgiris,Dharmapuri,11:00,18:09,483,33,322
TNSTC-PUD-3395,AC Sleeper,Pudukkottai,Theni,21:00,08:01,744,42,496
TNSTC-KAR-3396,Non AC Seater,Karur,Tiruvannamalai,10:30,16:36,412,10,275
TNSTC-DIN-3397,AC Sleeper,Dindigul,Trichy,20:00,04:05,546,12,364
TNSTC-SLM-3398,Non AC Seater,Salem,Tiruvarur,19:30,05:20,664,29,443
TNSTC-NAM-3399,Express,Namakkal,Erode,14:00,00:40,720,36,480
TNSTC-PER-3400,AC Sleeper,Perambalur,Vellore,22:00,05:26,502,20,335
TNSTC-DHA-3401,Express,Dharmapuri,Coimbatore,18:30,05:34,747,16,498
TNSTC-NAG-3402,Deluxe,Nagapattinam,Ramanathapuram,21:00,07:41,721,42,481
TNSTC-NIL-3403,Deluxe,Nilgiris,Nagapattinam,01:30,09:44,556,18,371
TNSTC-SIV-3404,AC Sleeper,Sivaganga,Nagapattinam,13:00,01:22,835,21,557
TNSTC-KRI-3405,Deluxe,Krishnagiri,Vellore,21:00,08:58,808,17,539
TNSTC-KAR-3406,Ultra Deluxe,Karur,Dindigul,07:30,12:23,330,23,220
TNSTC-MAY-3407,Express,Mayiladuthurai,Namakkal,02:00,10:26,570,32,380
TNSTC-VLR-3408,Express,Vellore,Madurai,09:30,19:56,705,20,470
TNSTC-DIN-3409,Super Fast,Dindigul,Vellore,04:30,09:51,361,37,241
TNSTC-CHN-3410,Ultra Deluxe,Chennai,Pudukkottai,11:30,14:18,189,13,126
TNSTC-PER-3411,Non AC Seater,Perambalur,Dindigul,19:30,21:32,138,33,92
TNSTC-SLM-3412,Non AC Seater,Salem,Dharmapuri,05:30,18:36,885,41,590
TNSTC-CBE-3413,Ultra Deluxe,Coimbatore,Vellore,22:00,11:00,877,14,585
TNSTC-KAN-3414,Deluxe,Kanyakumari,Theni,05:00,16:57,807,11,538
TNSTC-RAN-3415,Non AC Seater,Ranipet,Tiruvarur,12:00,18:38,448,39,299
TNSTC-ARI-3416,AC Sleeper,Ariyalur,Erode,07:00,17:01,676,22,451
TNSTC-TNV-3417,AC Sleeper,Tirunelveli,Tiruvarur,02:00,05:04,207,19,138
TNSTC-NIL-3418,AC Sleeper,Nilgiris,Ramanathapuram,22:30,03:54,364,36,243
TNSTC-VIR-3419,Express,Virudhunagar,Kallakurichi,10:30,19:12,588,38,392
TNSTC-NAM-3420,Ultra Deluxe,Namakkal,Sivaganga,07:00,16:09,618,32,412
TNSTC-KAN-3421,Non AC Seater,Kanyakumari,Cuddalore,14:00,22:21,564,22,376
TNSTC-TIR-3422,AC Sleeper,Tiruvarur,Dindigul,18:30,04:08,651,44,434
TNSTC-KAR-3423,Deluxe,Karur,Chengalpattu,03:30,05:07,109,11,73
TNSTC-RAN-3424,Ultra Deluxe,Ranipet,Erode,19:30,05:52,700,30,467
TNSTC-KAN-3425,Express,Kanyakumari,Sivaganga,20:30,03:34,477,20,318
TNSTC-KAN-3426,Deluxe,Kanyakumari,Ramanathapuram,21:30,05:07,514,30,343
TNSTC-RAM-3427,Deluxe,Ramanathapuram,Tiruvarur,17:00,19:28,166,29,111
TNSTC-TIR-3428,Non AC Seater,Tiruvarur,Salem,01:30,10:56,637,24,425
TNSTC-CHE-3429,Super Fast,Chengalpattu,Tirunelveli,22:00,03:58,403,28,269
TNSTC-MDU-3430,Ultra Deluxe,Madurai,Ranipet,10:00,13:09,213,23,142
TNSTC-MDU-3431,AC Sleeper,Madurai,Mayiladuthurai,09:30,16:38,481,20,321
TNSTC-VIL-3432,Super Fast,Villupuram,Ariyalur,13:30,02:00,844,23,563
TNSTC-NAG-3433,Super Fast,Nagapattinam,Sivaganga,23:30,06:12,453,30,302
TNSTC-KAL-3434,Ultra Deluxe,Kallakurichi,Virudhunagar,10:30,15:35,343,33,229
TNSTC-RAN-3435,Super Fast,Ranipet,Nilgiris,10:30,19:32,610,36,407
TNSTC-TNJ-3436,Ultra Deluxe,Thanjavur,Tiruvannamalai,12:00,14:13,150,21,100
TNSTC-DIN-3437,Non AC Seater,Dindigul,Cuddalore,10:30,18:24,534,32,356
TNSTC-CHE-3438,Super Fast,Chengalpattu,Virudhunagar,05:00,12:13,487,11,325
TNSTC-VIR-3439,AC Sleeper,Virudhunagar,Ariyalur,17:00,05:14,826,17,551
TNSTC-TEN-3440,Ultra Deluxe,Tenkasi,Pudukkottai,04:30,11:32,475,38,317
TNSTC-CHE-3441,Ultra Deluxe,Chengalpattu,Theni,10:00,15:09,348,39,232
TNSTC-SLM-3442,Deluxe,Salem,Karur,17:30,02:06,580,22,387
TNSTC-SLM-3443,Super Fast,Salem,Cuddalore,19:30,03:27,537,28,358
TNSTC-NIL-3444,AC Sleeper,Nilgiris,Kallakurichi,02:00,14:32,846,18,564
TNSTC-ARI-3445,AC Sleeper,Ariyalur,Tiruvannamalai,20:00,01:00,337,14,225
TNSTC-ERD-3446,AC Sleeper,Erode,Tiruppur,02:30,06:47,289,16,193
TNSTC-KAR-3447,Ultra Deluxe,Karur,Tiruvarur,10:30,19:00,574,23,383
TNSTC-TRY-3448,Express,Trichy,Krishnagiri,12:00,19:57,537,28,358
TNSTC-NAG-3449,Super Fast,Nagapattinam,Kanyakumari,22:30,03:35,343,34,229
TNSTC-MAY-3450,AC Sleeper,Mayiladuthurai,Trichy,21:00,05:48,594,34,396
TNSTC-KAL-3451,Deluxe,Kallakurichi,Kanyakumari,06:00,09:56,265,43,177
TNSTC-KRI-3452,Super Fast,Krishnagiri,Tiruvannamalai,20:30,23:02,171,38,114
TNSTC-RAN-3453,Non AC Seater,Ranipet,Krishnagiri,22:30,01:58,234,13,156
TNSTC-RAN-3454,AC Sleeper,Ranipet,Chengalpattu,20:30,01:28,336,19,224
TNSTC-VIL-3455,Super Fast,Villupuram,Thanjavur,14:30,02:22,801,35,534
TNSTC-NAG-3456,Express,Nagapattinam,Ariyalur,08:00,10:40,180,15,120
TNSTC-TIR-3457,AC Sleeper,Tiruvannamalai,Kanyakumari,19:30,02:07,447,44,298
TNSTC-DHA-3458,Non AC Seater,Dharmapuri,Ramanathapuram,03:30,11:20,529,42,353
TNSTC-VIL-3459,Express,Villupuram,Dharmapuri,17:30,23:59,438,24,292
TNSTC-RAN-3460,Ultra Deluxe,Ranipet,Erode,20:30,01:18,324,13,216
TNSTC-PER-3461,Deluxe,Perambalur,Chennai,09:00,20:24,769,42,513
TNSTC-TNV-3462,AC Sleeper,Tirunelveli,Kallakurichi,05:30,17:51,834,34,556
TNSTC-MDU-3463,Super Fast,Madurai,Erode,10:30,22:18,796,23,531
TNSTC-THO-3464,AC Sleeper,Thoothukudi,Thanjavur,01:30,14:28,876,34,584
TNSTC-TNJ-3465,Super Fast,Thanjavur,Virudhunagar,23:30,03:24,264,18,176
TNSTC-RAN-3466,Non AC Seater,Ranipet,Pudukkottai,08:30,15:00,439,37,293
TNSTC-NIL-3467,AC Sleeper,Nilgiris,Tiruvarur,14:00,19:00,337,16,225
TNSTC-NAG-3468,AC Sleeper,Nagapattinam,Salem,01:30,07:59,438,33,292
TNSTC-KAN-3469,Express,Kanyakumari,Theni,05:30,13:48,561,22,374
TNSTC-TNI-3470,AC Sleeper,Theni,Dharmapuri,18:30,03:27,604,13,403
TNSTC-NIL-3471,AC Sleeper,Nilgiris,Virudhunagar,20:00,21:20,90,20,60
TNSTC-THO-3472,Non AC Seater,Thoothukudi,Nilgiris,03:00,09:22,430,40,287
TNSTC-ARI-3473,Deluxe,Ariyalur,Namakkal,04:30,10:23,397,40,265
TNSTC-SLM-3474,Ultra Deluxe,Salem,Ariyalur,04:30,10:36,412,43,275
TNSTC-TEN-3475,Super Fast,Tenkasi,Tiruppur,00:00,05:06,345,13,230
TNSTC-TNJ-3476,AC Sleeper,Thanjavur,Perambalur,22:30,23:51,91,24,61
TNSTC-VLR-3477,Non AC Seater,Vellore,Pudukkottai,20:00,00:08,279,42,186
TNSTC-NAM-3478,Non AC Seater,Namakkal,Virudhunagar,23:00,10:10,754,21,503
TNSTC-TIR-3479,Deluxe,Tiruvarur,Dharmapuri,01:00,13:38,853,33,569
TNSTC-TRY-3480,Ultra Deluxe,Trichy,Tirunelveli,20:00,00:26,300,39,200
TNSTC-TIR-3481,Express,Tiruppur,Ariyalur,21:30,05:04,511,25,341
TNSTC-TNV-3482,Express,Tirunelveli,Tenkasi,17:30,00:30,472,45,315
TNSTC-KAR-3483,AC Sleeper,Karur,Ramanathapuram,10:00,11:52,126,12,84
TNSTC-DIN-3484,Non AC Seater,Dindigul,Tirunelveli,01:30,03:24,129,10,86
TNSTC-CHE-3485,Ultra Deluxe,Chengalpattu,Tenkasi,06:00,10:37,312,36,208
TNSTC-CHN-3486,Ultra Deluxe,Chennai,Thoothukudi,12:00,22:37,717,41,478
TNSTC-CHN-3487,Ultra Deluxe,Chennai,Nilgiris,05:30,17:40,822,37,548
TNSTC-CBE-3488,Deluxe,Coimbatore,Tiruvannamalai,06:00,18:30,844,15,563
TNSTC-CUD-3489,Non AC Seater,Cuddalore,Kanyakumari,13:00,16:52,261,17,174
TNSTC-TNV-3490,Non AC Seater,Tirunelveli,Ranipet,16:00,21:12,351,16,234
TNSTC-MDU-3491,Express,Madurai,Sivaganga,21:30,03:15,388,15,259
TNSTC-MAY-3492,Ultra Deluxe,Mayiladuthurai,Krishnagiri,16:30,18:47,154,25,103
TNSTC-TIR-3493,Non AC Seater,Tiruvarur,Namakkal,13:00,14:30,102,38,68
TNSTC-DIN-3494,Deluxe,Dindigul,Erode,22:00,10:08,819,22,546
TNSTC-ERD-3495,Ultra Deluxe,Erode,Theni,07:00,17:36,715,42,477
TNSTC-SLM-3496,Deluxe,Salem,Kallakurichi,09:30,17:56,570,23,380
TNSTC-CBE-3497,Express,Coimbatore,Madurai,07:00,10:45,253,12,169
TNSTC-TIR-3498,AC Sleeper,Tiruvannamalai,Nagapattinam,18:00,02:25,568,28,379
TNSTC-NAG-3499,AC Sleeper,Nagapattinam,Theni,06:00,10:10,282,36,188
TNSTC-TIR-3500,AC Sleeper,Tiruvarur,Erode,07:00,12:50,394,37,263
TNSTC-CUD-3501,AC Sleeper,Cuddalore,Tirunelveli,10:00,15:32,373,23,249
TNSTC-VIR-3502,AC Sleeper,Virudhunagar,Cuddalore,12:30,21:51,631,38,421
TNSTC-ARI-3503,AC Sleeper,Ariyalur,Villupuram,06:30,14:06,513,43,342
TNSTC-TIR-3504,AC Sleeper,Tiruvarur,Chengalpattu,07:00,14:09,483,25,322
TNSTC-NAM-3505,Ultra Deluxe,Namakkal,Karur,04:30,06:46,153,20,102
TNSTC-CHE-3506,Super Fast,Chengalpattu,Perambalur,02:30,09:06,445,37,297
TNSTC-KAR-3507,AC Sleeper,Karur,Tiruvarur,02:00,12:17,694,39,463
TNSTC-DIN-3508,Ultra Deluxe,Dindigul,Tiruvarur,09:30,13:15,253,29,169
TNSTC-TNI-3509,Deluxe,Theni,Pudukkottai,08:30,18:02,643,27,429
TNSTC-NAG-3510,AC Sleeper,Nagapattinam,Theni,02:30,08:18,391,25,261
TNSTC-TRY-3511,Express,Trichy,Chennai,23:00,08:34,646,10,431
TNSTC-PER-3512,Deluxe,Perambalur,Ramanathapuram,23:00,02:12,216,38,144
TNSTC-DIN-3513,Ultra Deluxe,Dindigul,Tirunelveli,06:00,15:33,645,42,430
TNSTC-VIL-3514,Ultra Deluxe,Villupuram,Mayiladuthurai,22:30,06:47,559,37,373
TNSTC-RAN-3515,AC Sleeper,Ranipet,Virudhunagar,10:30,13:39,213,44,142
TNSTC-ERD-3516,Non AC Seater,Erode,Tiruvannamalai,22:00,02:20,292,44,195
TNSTC-KAR-3517,AC Sleeper,Karur,Kallakurichi,21:00,05:57,604,24,403
TNSTC-RAN-3518,Ultra Deluxe,Ranipet,Nagapattinam,14:30,17:14,184,14,123
TNSTC-CHE-3519,Express,Chengalpattu,Namakkal,03:30,06:40,214,16,143
TNSTC-CHN-3520,Ultra Deluxe,Chennai,Cuddalore,23:30,06:59,505,44,337
TNSTC-DHA-3521,Non AC Seater,Dharmapuri,Tenkasi,14:30,16:35,141,41,94
TNSTC-KAN-3522,Deluxe,Kanyakumari,Krishnagiri,08:30,19:19,730,30,487
TNSTC-SLM-3523,Non AC Seater,Salem,Coimbatore,21:00,07:30,709,42,473
TNSTC-RAM-3524,Express,Ramanathapuram,Mayiladuthurai,08:00,09:52,126,28,84
TNSTC-VIL-3525,Non AC Seater,Villupuram,Chennai,11:30,14:19,190,23,127
TNSTC-THO-3526,Deluxe,Thoothukudi,Kanyakumari,21:00,00:50,259,31,173
TNSTC-TNV-3527,Express,Tirunelveli,Tiruppur,06:30,19:07,852,44,568
TNSTC-PER-3528,Ultra Deluxe,Perambalur,Mayiladuthurai,13:00,16:24,229,19,153
TNSTC-SLM-3529,Deluxe,Salem,Trichy,02:00,04:37,177,18,118
TNSTC-TEN-3530,Ultra Deluxe,Tenkasi,Mayiladuthurai,22:00,03:52,396,14,264
TNSTC-TIR-3531,Deluxe,Tiruvannamalai,Thoothukudi,05:30,07:28,133,35,89
TNSTC-VIL-3532,Non AC Seater,Villupuram,Virudhunagar,12:00,22:40,720,44,480
TNSTC-NAM-3533,Deluxe,Namakkal,Salem,02:00,09:37,514,23,343
TNSTC-TNJ-3534,Super Fast,Thanjavur,Vellore,16:30,19:44,219,39,146
TNSTC-RAN-3535,Ultra Deluxe,Ranipet,Tenkasi,10:00,22:20,832,18,555
TNSTC-TIR-3536,Ultra Deluxe,Tiruvannamalai,Karur,00:30,13:16,862,35,575
TNSTC-CBE-3537,Super Fast,Coimbatore,Perambalur,07:30,15:36,547,41,365
TNSTC-ERD-3538,Deluxe,Erode,Ramanathapuram,17:00,04:52,801,35,534
TNSTC-THO-3539,Express,Thoothukudi,Thanjavur,22:00,03:29,370,29,247
TNSTC-CBE-3540,AC Sleeper,Coimbatore,Trichy,20:30,21:38,76,41,51
TNSTC-KAN-3541,Express,Kanyakumari,Madurai,13:00,22:52,666,18,444
TNSTC-TNV-3542,Super Fast,Tirunelveli,Mayiladuthurai,22:30,07:27,604,38,403
TNSTC-KAN-3543,Non AC Seater,Kanyakumari,Perambalur,05:00,12:52,531,42,354
TNSTC-PUD-3544,Deluxe,Pudukkottai,Krishnagiri,13:00,16:28,234,32,156
TNSTC-THO-3545,Ultra Deluxe,Thoothukudi,Nilgiris,08:00,15:02,475,37,317
TNSTC-TEN-3546,Deluxe,Tenkasi,Ariyalur,06:00,17:05,748,34,499
TNSTC-TNV-3547,Super Fast,Tirunelveli,Salem,08:00,20:29,843,45,562
TNSTC-TEN-3548,AC Sleeper,Tenkasi,Tiruppur,02:30,11:32,610,38,407
TNSTC-SLM-3549,AC Sleeper,Salem,Trichy,07:30,15:10,517,12,345
TNSTC-KAN-3550,Deluxe,Kanyakumari,Vellore,01:30,13:27,807,29,538
TNSTC-KAL-3551,Super Fast,Kallakurichi,Perambalur,11:30,19:00,507,27,338
TNSTC-NIL-3552,Non AC Seater,Nilgiris,Ramanathapuram,15:00,16:28,99,23,66
TNSTC-VIR-3553,Super Fast,Virudhunagar,Kallakurichi,23:30,03:51,294,24,196
TNSTC-TEN-3554,Super Fast,Tenkasi,Dindigul,19:30,05:34,679,35,453
TNSTC-KAN-3555,AC Sleeper,Kanyakumari,Dindigul,21:00,09:52,868,11,579
TNSTC-SLM-3556,Super Fast,Salem,Theni,11:00,12:49,123,29,82
TNSTC-KAN-3557,Non AC Seater,Kanyakumari,Erode,00:00,11:38,786,13,524
TNSTC-TNJ-3558,Express,Thanjavur,Tiruvarur,08:00,19:49,798,33,532
TNSTC-CBE-3559,Ultra Deluxe,Coimbatore,Kanyakumari,02:30,11:47,627,13,418
TNSTC-KRI-3560,Deluxe,Krishnagiri,Dindigul,08:00,15:53,532,21,355
TNSTC-TEN-3561,Super Fast,Tenkasi,Tiruvarur,13:00,01:57,874,39,583
TNSTC-TIR-3562,Super Fast,Tiruvarur,Karur,18:00,22:06,277,12,185
TNSTC-ARI-3563,Deluxe,Ariyalur,Tirunelveli,20:00,23:58,268,40,179
TNSTC-NAG-3564,Deluxe,Nagapattinam,Mayiladuthurai,10:00,21:36,783,44,522
TNSTC-RAN-3565,AC Sleeper,Ranipet,Chennai,15:00,03:33,847,25,565
TNSTC-TNV-3566,Deluxe,Tirunelveli,Villupuram,14:30,03:04,849,15,566
TNSTC-MAY-3567,Express,Mayiladuthurai,Tirunelveli,23:00,03:57,334,23,223
TNSTC-TEN-3568,Express,Tenkasi,Nagapattinam,11:30,23:11,789,37,526
TNSTC-VIR-3569,Super Fast,Virudhunagar,Thanjavur,11:30,18:12,453,34,302
TNSTC-TIR-3570,Deluxe,Tiruppur,Namakkal,18:00,21:40,247,10,165
TNSTC-CUD-3571,Ultra Deluxe,Cuddalore,Perambalur,12:30,18:54,432,27,288
TNSTC-KAN-3572,Ultra Deluxe,Kanyakumari,Trichy,00:30,12:30,810,31,540
TNSTC-CHN-3573,Deluxe,Chennai,Virudhunagar,01:30,05:38,279,26,186
TNSTC-SIV-3574,Non AC Seater,Sivaganga,Nilgiris,09:00,11:10,147,39,98
TNSTC-KRI-3575,Ultra Deluxe,Krishnagiri,Theni,16:30,19:42,216,13,144
TNSTC-THO-3576,AC Sleeper,Thoothukudi,Nagapattinam,16:30,19:58,234,32,156
TNSTC-SLM-3577,Ultra Deluxe,Salem,Madurai,08:30,13:26,333,38,222
TNSTC-NAM-3578,Ultra Deluxe,Namakkal,Vellore,08:00,18:10,687,32,458
TNSTC-KAN-3579,Ultra Deluxe,Kanyakumari,Tiruvarur,21:00,01:05,276,30,184
TNSTC-TEN-3580,Non AC Seater,Tenkasi,Ranipet,07:30,18:06,715,45,477
TNSTC-VLR-3581,Ultra Deluxe,Vellore,Nagapattinam,11:30,19:44,556,25,371
TNSTC-CBE-3582,AC Sleeper,Coimbatore,Nilgiris,20:00,04:11,553,15,369
TNSTC-ERD-3583,Express,Erode,Karur,13:30,17:34,274,32,183
TNSTC-MAY-3584,Deluxe,Mayiladuthurai,Vellore,03:00,15:53,870,17,580
TNSTC-PUD-3585,Ultra Deluxe,Pudukkottai,Kallakurichi,06:30,17:07,717,25,478
TNSTC-NIL-3586,Deluxe,Nilgiris,Kanyakumari,03:00,04:57,132,44,88
TNSTC-CHE-3587,Deluxe,Chengalpattu,Vellore,01:00,03:30,169,42,113
TNSTC-PER-3588,Super Fast,Perambalur,Coimbatore,15:00,03:38,853,35,569
TNSTC-RAM-3589,Non AC Seater,Ramanathapuram,Salem,22:00,07:20,630,21,420
TNSTC-KAN-3590,Non AC Seater,Kanyakumari,Karur,03:30,12:11,586,43,391
TNSTC-TEN-3591,Non AC Seater,Tenkasi,Mayiladuthurai,06:30,16:54,702,36,468
TNSTC-KAN-3592,Non AC Seater,Kanyakumari,Ramanathapuram,08:30,11:39,213,36,142
TNSTC-MAY-3593,Deluxe,Mayiladuthurai,Karur,13:30,21:44,556,28,371
TNSTC-RAM-3594,Non AC Seater,Ramanathapuram,Dindigul,10:30,14:31,271,33,181
TNSTC-CHN-3595,Super Fast,Chennai,Nagapattinam,15:00,19:52,328,26,219
TNSTC-NAG-3596,Super Fast,Nagapattinam,Thanjavur,13:00,20:26,502,17,335
TNSTC-ERD-3597,AC Sleeper,Erode,Namakkal,22:00,03:46,390,42,260
TNSTC-CHN-3598,Super Fast,Chennai,Namakkal,08:00,19:34,781,38,521
TNSTC-TIR-3599,Ultra Deluxe,Tiruvannamalai,Kanyakumari,10:30,15:18,324,39,216
TNSTC-TIR-3600,Express,Tiruppur,Karur,14:00,17:50,259,20,173
TNSTC-KAN-3601,Deluxe,Kanyakumari,Krishnagiri,12:30,00:20,799,41,533
TNSTC-PER-3602,Non AC Seater,Perambalur,Dharmapuri,07:00,12:02,340,22,227
TNSTC-NIL-3603,Express,Nilgiris,Tiruvarur,05:30,07:46,153,44,102
TNSTC-CUD-3604,Express,Cuddalore,Thanjavur,23:00,11:38,853,10,569
TNSTC-NIL-3605,Deluxe,Nilgiris,Perambalur,21:30,01:39,280,32,187
TNSTC-KAR-3606,Super Fast,Karur,Tirunelveli,23:30,00:43,82,42,55
TNSTC-CUD-3607,Non AC Seater,Cuddalore,Nilgiris,21:30,00:50,225,38,150
TNSTC-VIL-3608,Ultra Deluxe,Villupuram,Virudhunagar,06:30,16:24,669,24,446
TNSTC-ERD-3609,Deluxe,Erode,Theni,22:30,00:56,165,32,110
TNSTC-TEN-3610,Super Fast,Tenkasi,Kallakurichi,07:30,19:59,843,13,562
TNSTC-SLM-3611,Ultra Deluxe,Salem,Thoothukudi,10:00,15:13,352,14,235
TNSTC-KRI-3612,Ultra Deluxe,Krishnagiri,Mayiladuthurai,03:30,15:43,825,19,550
TNSTC-RAM-3613,Express,Ramanathapuram,Mayiladuthurai,00:00,07:09,483,28,322
TNSTC-KRI-3614,Express,Krishnagiri,Vellore,19:30,06:55,771,27,514
TNSTC-TEN-3615,Express,Tenkasi,Pudukkottai,06:30,14:38,549,16,366
TNSTC-TNI-3616,AC Sleeper,Theni,Vellore,22:30,01:44,219,11,146
TNSTC-VIL-3617,Super Fast,Villupuram,Pudukkottai,11:00,21:17,694,32,463
TNSTC-CHN-3618,Ultra Deluxe,Chennai,Ariyalur,17:30,23:24,399,45,266
TNSTC-RAN-3619,Ultra Deluxe,Ranipet,Tiruvannamalai,05:30,09:00,237,23,158
TNSTC-TIR-3620,Deluxe,Tiruvannamalai,Chengalpattu,05:00,16:44,792,29,528
TNSTC-VLR-3621,Non AC Seater,Vellore,Mayiladuthurai,11:00,17:58,471,45,314
TNSTC-DHA-3622,Deluxe,Dharmapuri,Ramanathapuram,19:30,08:06,850,41,567
TNSTC-TIR-3623,Super Fast,Tiruvarur,Mayiladuthurai,15:30,01:03,645,11,430
TNSTC-RAM-3624,Deluxe,Ramanathapuram,Virudhunagar,04:30,08:18,256,14,171
TNSTC-KAN-3625,Super Fast,Kanyakumari,Thanjavur,09:30,10:48,88,40,59
TNSTC-PER-3626,Ultra Deluxe,Perambalur,Pudukkottai,05:30,15:51,699,25,466
TNSTC-RAN-3627,Ultra Deluxe,Ranipet,Perambalur,18:30,06:12,790,36,527
TNSTC-VLR-3628,Express,Vellore,Salem,01:30,14:02,846,45,564
TNSTC-DIN-3629,Ultra Deluxe,Dindigul,Ariyalur,13:00,00:44,792,26,528
TNSTC-DHA-3630,Deluxe,Dharmapuri,Pudukkottai,04:00,12:57,604,12,403
TNSTC-ARI-3631,Ultra Deluxe,Ariyalur,Villupuram,19:30,03:30,540,21,360
TNSTC-TNI-3632,Ultra Deluxe,Theni,Ranipet,07:30,10:15,186,27,124
TNSTC-TIR-3633,Non AC Seater,Tiruvarur,Dharmapuri,10:30,20:47,694,21,463
TNSTC-KRI-3634,Deluxe,Krishnagiri,Ranipet,08:30,13:31,339,27,226
TNSTC-TIR-3635,AC Sleeper,Tiruvarur,Tiruppur,23:00,08:56,670,20,447
TNSTC-KAL-3636,Super Fast,Kallakurichi,Ariyalur,22:00,03:48,391,22,261
TNSTC-RAN-3637,Express,Ranipet,Namakkal,16:00,02:26,705,36,470
TNSTC-ARI-3638,Ultra Deluxe,Ariyalur,Villupuram,04:30,09:47,357,45,238
TNSTC-CHE-3639,Super Fast,Chengalpattu,Nilgiris,20:30,05:38,616,17,411
TNSTC-DHA-3640,Non AC Seater,Dharmapuri,Erode,07:00,13:01,406,17,271
TNSTC-ERD-3641,Ultra Deluxe,Erode,Kanyakumari,07:00,16:50,664,34,443
TNSTC-RAM-3642,Ultra Deluxe,Ramanathapuram,Tiruvannamalai,17:00,02:38,651,41,434
TNSTC-TIR-3643,Non AC Seater,Tiruppur,Cuddalore,10:30,13:39,213,10,142
TNSTC-CUD-3644,Express,Cuddalore,Chengalpattu,16:00,20:53,330,40,220
TNSTC-TNJ-3645,Non AC Seater,Thanjavur,Mayiladuthurai,17:30,03:34,679,16,453
TNSTC-THO-3646,Non AC Seater,Thoothukudi,Namakkal,14:00,01:00,742,35,495
TNSTC-SIV-3647,Express,Sivaganga,Villupuram,19:30,21:44,151,36,101
TNSTC-VIR-3648,AC Sleeper,Virudhunagar,Salem,09:30,15:18,391,24,261
TNSTC-CUD-3649,Non AC Seater,Cuddalore,Tenkasi,13:00,18:36,378,18,252
TNSTC-ARI-3650,Non AC Seater,Ariyalur,Pudukkottai,17:00,06:12,891,16,594
TNSTC-KAL-3651,Ultra Deluxe,Kallakurichi,Sivaganga,19:00,22:08,211,34,141
TNSTC-TNJ-3652,Ultra Deluxe,Thanjavur,Vellore,04:30,13:14,589,32,393
TNSTC-DHA-3653,Ultra Deluxe,Dharmapuri,Vellore,19:30,22:35,208,34,139
TNSTC-NAG-3654,Non AC Seater,Nagapattinam,Virudhunagar,22:00,01:26,232,13,155
TNSTC-CHN-3655,Ultra Deluxe,Chennai,Villupuram,16:30,19:16,187,29,125
TNSTC-VIR-3656,Super Fast,Virudhunagar,Ariyalur,07:00,11:22,295,24,197
TNSTC-NAG-3657,AC Sleeper,Nagapattinam,Vellore,12:30,15:07,177,31,118
